% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
2.2,0.27,0.27,1.73,1.73,0.4,0.86,0.27,0.73,1.73,0.33,0.6,0.8,0.4,0.86,0.33,0.47,2.79,0.07,1.53,0.6,0.67,0.27,0.47,0.2,0.2,1.26,0.27,0.53,0.47,0.73,0.2,0.67,0.27,0.07,2.59,0.86,0.33,0.53,3.06,1.6,0.53,0.07,0.93,1.66,0.73,0.4,4.59,0.93,0.86,male
2.82,0.34,0.38,0.38,3.2,0.08,0.46,0.67,0.59,1.35,0.51,0.46,0.25,0.84,0.21,0.59,0.46,2.86,0.08,1.43,0.13,1.64,0.17,0.29,0.51,0.0,1.68,0.17,0.63,0.46,0.34,0.17,0.42,0.21,0.42,2.99,0.72,0.67,0.46,5.81,1.43,0.59,0.08,0.51,1.85,0.88,0.84,3.03,1.22,0.17,male
2.05,0.11,0.22,1.3,0.97,0.43,0.65,0.54,0.32,1.08,0.22,0.43,0.22,0.22,0.32,0.54,0.32,2.05,0.0,0.86,0.11,1.4,0.0,0.32,0.32,0.97,1.73,0.22,1.3,0.22,0.86,0.22,0.76,0.32,1.73,2.92,0.86,0.54,0.22,3.24,1.73,0.11,0.11,0.22,1.08,0.11,0.76,2.81,0.43,0.22,male
3.34,0.31,0.39,1.01,1.17,0.23,0.16,0.62,1.09,1.63,0.54,0.39,0.47,1.48,0.23,0.23,0.08,2.64,0.47,1.55,0.16,0.7,0.39,0.7,2.25,0.16,1.4,0.39,0.78,0.23,0.23,0.23,1.01,0.31,0.31,2.18,1.24,0.47,0.39,1.71,1.79,0.16,0.0,0.54,0.54,0.31,0.31,3.81,0.31,0.39,male
2.94,0.46,0.0,0.46,0.93,0.0,0.62,0.46,0.31,1.24,0.62,0.15,0.15,0.62,0.31,0.77,0.15,3.4,0.15,0.46,0.0,1.39,0.46,0.93,0.15,0.0,1.24,0.46,0.77,0.15,0.77,0.15,1.24,0.62,0.15,2.47,0.46,0.77,0.46,4.95,1.39,0.31,0.15,0.0,0.77,0.77,0.31,3.86,1.55,0.46,female
3.79,0.57,0.57,1.23,0.66,0.28,0.57,0.28,0.76,1.23,0.19,0.19,0.47,1.04,0.57,0.28,0.09,4.17,0.95,0.85,0.09,1.33,0.0,1.14,0.0,0.0,0.95,0.38,0.38,0.47,0.85,0.57,1.42,0.38,0.09,2.09,0.85,0.28,0.09,1.42,2.94,0.09,0.47,0.28,0.66,0.38,0.0,6.07,0.47,0.47,female
2.12,0.47,0.24,1.18,0.0,0.0,0.0,0.47,0.47,1.88,0.47,0.0,0.47,1.18,0.47,0.0,0.0,4.24,0.24,0.0,0.0,0.0,0.94,1.18,1.41,0.0,0.94,0.94,0.0,0.47,0.24,0.24,1.88,0.0,0.47,2.35,1.18,0.0,0.24,0.0,3.29,0.24,0.47,0.47,0.0,0.0,0.0,6.35,0.0,0.94,male
1.32,0.09,0.38,0.38,1.13,0.19,0.47,0.47,0.56,1.32,0.56,0.38,0.28,0.66,0.38,0.38,0.56,2.54,0.19,0.19,0.09,0.47,0.38,0.47,0.28,0.38,1.22,0.66,0.85,0.28,0.28,0.28,0.47,0.66,1.41,2.54,1.6,0.47,0.75,0.56,2.92,0.38,0.09,0.38,1.88,0.0,1.04,5.18,0.09,0.66,female
2.49,0.46,0.0,0.64,1.56,0.29,0.52,0.75,0.98,1.68,0.46,0.7,0.41,0.87,0.58,0.58,1.04,2.38,0.52,1.45,0.58,0.7,0.52,0.12,2.67,0.0,1.27,0.35,0.87,0.35,0.23,0.35,0.75,0.17,0.0,2.67,0.98,0.12,0.23,0.17,2.49,0.35,0.58,0.23,0.7,0.35,0.17,6.72,0.12,0.41,male
2.26,0.53,0.0,0.53,0.4,0.27,0.13,0.8,0.13,1.2,0.0,0.0,0.53,0.66,0.0,0.27,0.27,2.13,0.0,0.27,0.4,1.06,0.4,0.0,1.33,1.99,1.33,0.4,0.8,0.4,0.13,0.0,1.46,0.0,1.86,1.99,0.4,0.4,0.27,1.86,1.2,0.4,0.4,0.27,0.53,0.0,0.53,3.99,0.66,0.13,male
0.88,0.44,0.44,0.88,1.77,0.44,0.0,0.44,2.21,0.88,0.0,0.44,0.44,1.77,0.44,0.44,0.0,2.21,0.44,0.44,0.0,0.88,0.88,0.88,0.44,0.0,0.44,0.44,0.44,0.0,0.88,0.0,0.88,0.0,0.0,3.1,1.33,0.44,0.0,3.98,0.88,0.0,0.88,0.44,2.21,0.0,0.0,3.98,1.33,0.44,female
2.13,0.0,0.19,0.77,0.58,0.19,1.16,0.19,1.35,2.51,0.0,0.0,0.19,0.77,0.19,0.19,0.19,2.51,0.58,0.19,0.39,0.19,1.16,0.58,0.77,0.19,1.35,0.58,0.39,0.19,0.39,0.39,0.0,0.77,0.58,1.35,1.16,0.0,0.19,0.0,1.55,0.39,0.0,0.19,1.55,0.0,0.0,6.58,0.0,1.16,male
2.73,0.3,0.0,0.0,0.15,0.15,0.46,0.3,0.0,1.97,0.3,0.15,0.15,0.3,0.0,0.15,0.0,1.82,0.0,0.3,0.0,0.76,0.0,0.0,0.0,0.46,0.46,0.15,0.0,0.0,0.0,0.46,0.76,0.46,0.15,4.86,0.46,0.15,0.61,3.64,4.25,0.15,0.0,0.15,0.61,0.0,0.0,8.5,1.06,0.15,male
1.74,0.0,0.11,0.87,0.43,0.54,0.87,0.33,0.33,3.47,0.22,0.0,0.54,0.87,0.33,0.0,0.54,3.8,0.54,0.0,0.87,0.22,0.11,0.54,0.11,0.11,1.41,0.11,0.54,0.11,0.76,0.0,0.22,0.87,0.11,1.52,2.06,0.0,0.0,0.0,2.93,0.0,0.11,0.43,0.54,0.11,0.11,7.38,0.0,0.54,male
2.42,0.27,0.0,1.61,1.07,0.4,0.81,0.13,0.81,1.48,0.13,0.13,0.94,2.01,0.4,0.27,0.94,2.68,0.13,0.13,0.94,1.07,0.0,0.67,0.0,0.81,1.88,0.0,0.67,0.0,0.54,0.0,0.81,0.4,0.54,2.15,0.27,0.0,0.0,0.13,2.28,0.27,0.13,0.27,1.21,0.27,0.0,6.17,0.13,0.54,male
1.47,0.54,0.13,2.14,0.8,0.13,0.54,0.13,0.67,2.28,0.0,0.13,0.54,0.67,0.4,0.13,0.27,2.68,0.27,0.27,0.13,0.27,0.8,0.4,0.0,0.4,1.07,0.54,0.54,0.0,0.54,0.13,0.54,0.27,0.54,1.21,0.27,0.0,0.13,0.4,3.49,0.27,0.54,0.8,0.27,0.4,0.13,6.17,0.0,1.34,female
3.05,0.0,0.0,1.33,0.66,0.93,0.66,0.4,0.53,2.12,0.13,0.0,0.4,0.66,0.27,0.27,0.13,2.12,0.27,0.0,0.27,0.93,0.4,0.13,0.0,0.0,1.86,0.27,0.13,0.13,0.27,0.4,1.72,0.93,0.13,3.05,0.93,0.27,0.13,0.0,2.79,0.0,0.27,0.27,1.59,0.13,0.0,3.58,0.13,0.0,male
2.64,0.31,0.44,0.5,2.64,0.06,0.25,0.19,0.31,1.38,0.57,1.26,0.31,0.57,0.31,0.69,0.19,2.14,0.06,2.01,0.25,1.63,0.31,0.63,0.19,0.38,1.45,0.13,0.5,0.63,0.19,0.13,1.45,0.31,0.25,2.7,0.82,0.25,1.63,4.9,1.32,0.57,0.19,0.31,1.32,0.88,0.44,3.33,0.88,0.44,male
2.1,1.57,0.79,2.36,0.26,0.26,0.26,0.26,1.05,1.57,0.26,0.26,0.52,0.26,0.26,0.0,0.26,1.57,0.79,0.52,0.52,0.26,0.52,1.05,0.26,0.26,1.05,0.26,1.05,0.0,0.52,0.0,0.52,0.79,0.0,2.1,0.52,0.0,0.26,1.05,2.1,0.0,0.79,0.26,0.79,0.0,0.26,4.72,0.79,0.52,female
1.91,0.34,0.11,0.0,0.56,0.22,0.9,0.22,0.11,2.14,0.45,0.45,0.45,0.67,0.11,0.22,0.11,2.47,0.11,0.45,0.11,1.57,0.0,0.22,0.11,0.67,1.46,0.67,0.34,0.45,0.0,0.11,1.24,0.56,1.12,2.02,0.9,0.11,0.34,1.91,2.47,0.45,0.0,0.79,1.69,0.45,0.34,5.96,0.67,0.11,male
3.97,0.69,0.17,1.9,1.21,0.0,1.03,0.69,0.69,1.9,0.17,0.0,0.17,1.03,0.69,0.0,0.0,3.97,0.0,0.86,0.17,0.69,0.17,0.52,0.34,0.0,1.03,0.0,0.34,1.03,1.72,0.34,0.52,0.52,0.0,1.72,0.52,0.52,0.17,0.69,1.55,0.34,0.52,0.0,0.0,0.69,0.0,6.38,0.0,1.72,female
3.2,0.4,0.17,0.57,1.43,0.34,0.8,0.63,0.23,2.45,0.0,0.4,0.4,0.8,0.51,0.4,0.17,2.63,0.17,1.14,0.34,0.8,0.17,0.51,0.11,0.06,1.14,0.29,0.57,0.51,0.34,0.23,0.97,0.34,0.0,2.11,0.74,0.34,0.23,2.51,2.68,0.17,0.8,0.11,1.03,0.8,0.51,4.28,0.51,0.23,male
2.2,0.0,0.0,1.05,0.52,0.1,0.1,0.31,0.42,1.99,0.0,0.0,0.63,1.57,0.31,0.31,0.21,2.62,0.42,0.0,0.42,0.84,0.1,0.63,0.21,0.0,1.36,0.21,0.52,0.21,0.21,0.31,0.52,0.84,0.0,2.41,0.42,0.0,0.1,0.42,2.41,0.1,0.1,0.52,0.94,0.21,0.1,6.19,0.0,0.52,male
1.1,0.24,0.24,1.35,1.71,0.49,0.24,0.12,0.73,1.59,0.37,0.86,0.24,0.37,1.35,0.0,0.0,3.79,0.37,0.61,0.0,1.59,0.0,0.86,0.49,0.12,1.35,0.24,0.73,0.73,0.61,0.12,0.73,0.12,0.73,1.71,1.1,0.49,0.49,0.73,1.59,0.0,0.24,0.86,1.59,0.12,1.22,5.88,0.0,0.24,female
5.5,0.48,0.72,1.91,1.43,0.72,0.24,0.24,0.6,0.6,0.12,0.12,1.08,1.43,0.96,0.36,0.12,2.87,0.48,2.87,0.0,0.12,0.36,0.6,0.0,0.0,0.24,0.12,0.48,0.36,0.48,0.48,1.43,0.36,0.0,2.87,0.6,0.12,0.36,0.84,2.63,0.0,1.08,0.36,0.12,0.12,0.12,5.97,0.24,1.67,female
3.05,0.12,0.61,1.22,0.24,0.24,0.85,0.85,0.0,2.32,0.24,0.12,0.85,0.37,0.0,0.12,0.0,3.54,0.24,0.0,0.12,0.98,0.12,0.73,0.0,0.85,0.85,0.12,0.49,0.0,0.49,0.24,1.22,1.22,0.73,1.95,0.73,0.12,0.0,0.37,3.54,0.24,1.46,0.85,0.49,0.12,0.0,6.46,0.12,0.12,female
2.23,0.12,0.12,0.37,0.37,0.25,0.99,0.5,0.37,2.11,0.25,0.25,0.62,0.74,0.0,0.25,0.5,2.73,0.25,0.12,0.62,1.49,0.37,0.37,0.0,2.11,1.36,0.62,0.37,0.25,0.74,0.12,0.5,0.5,1.61,2.11,0.87,0.12,0.12,0.12,2.48,0.87,0.12,0.12,1.36,0.12,0.0,4.09,0.0,0.0,male
2.05,0.24,0.16,0.79,0.63,0.32,0.71,0.79,0.24,1.82,0.32,0.95,0.32,0.79,0.39,0.71,0.08,1.66,0.16,1.9,0.08,0.71,0.16,0.63,0.24,0.16,1.18,0.39,0.24,0.16,0.16,0.32,1.03,0.47,0.24,2.37,1.03,0.47,0.87,3.48,1.82,0.16,0.32,0.08,1.34,0.24,0.63,4.03,0.79,0.24,male
3.3,0.31,0.31,1.26,0.63,0.16,0.63,0.63,0.63,1.57,0.16,0.47,0.94,0.79,0.31,0.16,0.16,2.83,0.47,0.94,0.47,0.0,0.31,0.31,0.0,0.0,0.94,0.47,0.63,0.31,0.94,0.16,0.94,0.31,0.0,1.57,0.94,0.0,0.31,1.57,2.36,0.16,0.63,0.31,0.31,0.0,0.16,4.56,0.63,1.26,female
2.93,0.52,0.17,1.2,1.03,0.34,0.0,0.69,1.2,2.24,0.0,0.34,1.89,1.55,0.69,0.0,0.0,4.13,0.52,0.17,0.86,0.69,0.0,0.34,0.52,0.17,1.03,1.38,0.34,0.0,1.2,0.69,0.86,0.17,0.17,1.72,0.69,0.34,0.17,2.24,2.24,0.52,0.52,0.0,0.34,0.17,0.0,5.51,0.86,0.69,female
2.45,0.61,0.42,0.69,3.22,0.15,0.46,0.54,1.42,1.19,0.34,0.46,0.38,0.65,0.61,0.38,0.31,3.76,0.38,1.95,0.23,0.54,0.61,0.77,0.31,0.31,1.65,0.19,0.73,0.42,0.8,0.15,0.96,0.11,0.08,2.95,1.03,0.42,0.27,4.91,1.23,0.69,0.61,0.31,2.61,0.65,0.92,2.76,0.77,0.23,male
2.06,0.69,0.69,1.37,1.14,0.46,0.46,1.37,0.23,0.92,0.0,0.46,0.92,0.23,0.0,0.0,0.23,2.06,0.0,0.69,0.92,0.46,0.69,1.14,0.69,0.0,2.29,1.14,0.69,0.46,0.92,0.23,0.23,0.23,0.0,1.6,0.23,0.23,0.0,1.37,2.52,0.46,1.14,1.37,0.23,0.46,0.69,3.89,0.92,1.37,female
2.88,0.52,0.65,0.52,0.52,0.13,0.26,0.26,0.39,1.96,0.78,0.13,0.26,0.78,0.13,0.26,0.0,2.48,0.0,0.78,0.0,0.39,0.39,0.13,0.13,0.65,0.39,0.26,0.52,0.26,0.13,0.0,0.39,1.18,1.57,2.22,1.18,0.26,0.39,1.7,1.44,0.13,0.26,0.13,1.57,0.78,0.65,4.18,1.05,0.78,male
2.53,0.51,0.0,1.52,0.25,0.51,0.25,0.0,0.51,2.27,0.25,0.0,1.77,0.76,0.0,0.0,0.25,3.28,1.52,0.0,1.26,0.0,0.25,0.51,0.25,0.0,0.76,0.76,1.01,0.51,0.25,0.0,1.01,0.25,0.0,1.26,0.25,1.01,0.0,0.51,3.03,0.25,0.25,0.51,0.76,0.0,0.0,6.31,0.25,0.51,female
2.56,0.68,0.34,1.71,0.68,0.17,0.51,0.17,0.34,1.71,0.0,0.0,0.34,2.22,0.0,0.0,0.34,2.56,0.85,0.68,1.03,0.51,0.51,0.34,0.34,0.0,0.68,0.34,0.17,0.0,0.34,0.0,1.2,1.03,0.17,1.54,0.51,0.51,0.34,0.68,2.05,0.17,0.51,0.85,0.68,0.17,0.0,4.27,0.0,1.03,female
2.17,0.19,0.0,1.61,0.85,0.28,0.76,0.57,0.66,1.51,0.09,0.47,0.76,0.95,0.09,0.09,0.19,2.17,0.09,0.57,0.57,0.85,0.47,0.28,0.19,1.32,0.85,0.95,1.13,0.19,0.95,0.57,0.76,0.19,1.13,4.06,0.76,0.28,0.28,0.28,1.42,0.38,0.19,0.28,0.95,0.09,0.57,4.54,0.0,0.19,female
1.75,0.12,0.23,1.16,0.81,0.35,0.58,0.35,0.12,2.68,0.7,0.12,0.23,0.7,0.23,0.12,0.0,2.56,0.58,0.35,0.23,1.28,0.23,0.47,0.35,1.28,2.68,0.23,0.35,1.05,0.47,0.0,0.58,0.35,1.63,2.1,0.23,0.81,0.23,0.58,1.75,0.23,0.23,0.12,2.33,0.12,0.58,4.89,0.0,0.35,female
2.17,0.31,0.0,0.62,0.31,0.0,0.31,0.46,0.46,3.56,0.31,0.0,0.62,0.93,0.15,0.46,0.0,1.7,0.0,0.31,0.0,0.62,0.0,0.31,0.31,0.15,0.46,0.31,0.46,1.39,0.0,0.31,0.31,0.0,0.31,2.01,0.77,0.0,0.15,2.17,2.48,0.46,0.0,0.0,0.0,0.31,0.0,9.91,0.46,0.62,male
3.16,0.35,0.7,0.7,1.23,0.35,0.7,0.53,0.18,1.23,0.18,0.35,0.35,0.88,0.18,0.7,0.53,3.16,0.35,0.53,0.7,0.35,0.18,0.53,0.0,0.35,2.11,0.18,0.18,0.18,0.18,0.35,0.18,0.18,0.18,1.4,1.05,0.35,0.35,0.88,4.04,0.35,0.0,1.05,1.23,0.35,0.0,4.74,0.35,0.35,female
2.61,0.44,0.26,2.44,0.96,0.35,0.78,0.17,1.22,0.96,0.26,0.09,0.17,1.57,0.52,0.26,0.26,2.7,0.7,0.0,0.09,0.35,0.52,0.87,0.09,0.09,1.31,0.17,0.52,0.52,1.22,0.26,0.61,0.44,0.0,3.05,0.17,0.17,0.0,2.26,2.52,0.09,1.39,0.7,0.17,0.26,0.09,4.26,0.61,1.04,female
1.97,0.24,0.63,0.79,1.34,0.55,0.71,0.71,0.55,1.34,0.32,0.32,0.63,1.42,0.08,0.16,0.08,2.29,0.16,0.55,0.0,0.39,0.32,0.39,1.1,0.24,1.18,0.47,0.79,0.16,0.71,0.24,0.79,0.16,0.79,3.39,0.55,0.16,0.39,0.16,1.5,0.47,0.16,0.32,1.18,0.32,0.71,4.5,0.0,0.32,female
2.91,0.47,0.43,0.7,2.91,0.27,0.43,0.47,0.43,1.28,0.47,0.54,0.97,0.47,0.78,0.66,0.19,1.78,0.12,1.32,0.04,1.82,0.19,0.66,0.35,0.23,1.94,0.19,0.62,0.54,0.5,0.23,0.89,0.0,0.74,2.83,0.81,0.47,1.32,5.2,1.4,0.27,0.23,0.19,2.64,0.39,0.97,3.26,1.05,0.27,male
2.85,0.48,0.12,0.36,1.07,0.59,0.71,0.24,0.95,0.95,0.12,0.48,0.59,1.43,0.12,0.12,0.0,2.85,0.48,1.19,0.12,0.36,0.12,2.14,0.24,0.48,0.36,0.36,0.24,0.24,0.0,0.24,0.59,0.24,0.48,1.19,0.83,0.12,0.12,1.9,1.43,0.24,0.36,0.0,0.95,0.36,0.24,5.82,0.71,0.0,male
2.78,0.79,0.99,0.99,1.79,0.2,0.2,0.6,0.6,0.99,0.4,0.0,0.4,1.59,0.0,0.2,0.0,3.37,0.2,1.59,0.0,0.2,0.2,0.4,0.0,0.0,1.59,0.0,0.79,0.6,0.4,0.2,0.6,0.2,0.0,1.98,1.98,0.2,0.0,0.2,1.39,0.6,0.4,0.2,0.99,0.6,0.6,3.37,0.0,1.19,female
0.99,0.17,0.5,0.83,0.83,0.0,0.5,0.5,0.33,2.48,0.33,0.17,1.16,0.99,0.17,0.0,0.0,3.47,0.33,0.33,0.33,0.33,0.83,0.66,0.17,0.17,1.82,0.5,0.17,0.5,0.99,0.83,0.5,0.17,0.17,2.97,0.66,0.17,0.33,1.98,3.14,0.33,0.17,0.66,0.66,0.33,0.17,4.46,0.66,1.32,female
1.57,0.59,0.2,0.98,0.39,0.39,0.59,0.59,0.39,1.18,0.59,0.39,0.39,0.39,0.2,0.39,0.0,2.95,0.0,0.39,0.0,0.39,0.0,0.2,0.39,0.2,1.57,0.0,0.98,0.0,0.2,0.98,0.79,0.0,0.39,3.35,1.57,0.2,0.59,2.95,1.97,0.0,0.0,1.18,0.79,0.2,0.59,4.92,0.59,0.59,female
2.76,0.23,0.12,1.96,0.58,0.23,1.38,0.58,0.35,1.27,0.0,0.23,0.35,0.69,0.0,0.12,0.46,3.0,0.46,0.0,0.58,0.35,0.23,0.46,0.12,0.12,3.0,0.0,0.35,0.12,0.46,0.0,0.35,0.69,0.23,1.38,1.15,0.23,0.12,0.35,3.0,0.0,0.58,0.92,1.04,0.23,0.0,5.76,0.0,0.46,male
2.76,0.39,0.39,0.53,0.79,0.39,0.53,0.39,0.53,3.03,0.0,0.26,0.79,1.18,0.13,0.0,0.13,1.32,0.0,0.0,0.39,0.79,0.0,0.66,0.26,0.39,1.45,0.92,0.66,0.26,0.79,0.13,0.66,0.66,0.0,1.84,0.66,0.26,0.39,0.92,3.16,0.39,0.39,0.26,0.39,0.13,0.39,6.71,0.13,0.26,male
2.76,0.92,0.23,0.92,0.92,0.69,0.23,0.23,0.69,2.3,0.23,0.46,0.46,2.3,0.69,0.0,0.23,3.68,0.46,0.23,0.23,0.23,0.46,0.92,1.38,0.0,1.15,0.46,1.15,0.23,0.69,0.23,0.92,0.0,0.0,2.53,0.23,0.46,0.0,0.0,2.53,0.46,0.0,0.0,0.23,0.0,0.0,5.52,0.0,1.61,female
3.17,0.36,0.18,1.0,1.27,0.09,0.72,0.18,1.36,1.9,0.09,0.81,0.09,0.54,0.27,0.09,0.81,3.44,0.27,1.18,1.0,0.45,0.81,0.45,0.18,0.27,1.72,0.18,0.36,0.0,0.27,0.09,0.9,0.18,0.18,1.9,0.81,0.54,0.36,1.81,2.99,0.0,0.81,0.45,1.0,0.18,0.36,6.15,0.63,0.36,male
2.11,0.94,0.12,1.29,0.94,0.23,0.35,0.47,0.94,1.29,0.47,0.0,0.59,1.06,0.47,0.47,0.23,3.76,0.12,1.06,0.82,0.12,0.12,0.47,0.35,0.0,1.29,0.7,0.47,0.0,0.59,0.35,1.06,0.59,0.0,3.4,0.82,0.23,0.0,0.35,2.7,0.0,1.06,0.7,1.76,0.0,0.0,3.17,0.0,0.59,female
2.45,0.32,0.21,0.75,0.11,0.21,0.32,0.32,0.53,2.13,0.11,0.11,0.0,0.75,0.0,0.32,0.32,2.67,0.0,0.64,0.21,1.07,0.21,0.21,1.39,0.53,0.85,0.64,0.75,0.43,0.43,0.32,0.75,0.53,0.11,2.24,1.07,0.0,0.11,2.67,2.13,0.21,0.11,1.28,0.43,0.11,1.07,5.44,0.75,0.11,male
2.85,0.0,0.14,0.54,0.68,0.68,0.68,0.14,0.27,2.44,0.14,0.0,0.14,0.81,0.27,0.81,0.0,0.95,0.0,0.0,0.14,0.27,0.0,0.0,0.27,0.54,1.63,1.36,0.0,0.68,0.0,0.27,0.27,0.14,0.14,3.12,0.81,0.14,0.68,0.81,2.03,0.14,0.41,0.27,1.36,0.41,0.95,6.23,0.0,0.81,male
2.02,0.11,0.11,1.8,1.57,0.0,1.46,0.79,0.79,1.91,0.11,0.45,0.34,0.34,0.22,0.0,0.34,2.47,0.22,0.22,0.45,0.34,0.45,0.79,1.46,0.0,2.36,0.11,0.79,0.45,0.22,0.11,0.67,0.34,0.34,3.37,0.45,0.34,0.22,0.11,1.91,0.56,0.22,0.34,1.01,0.34,0.34,5.84,0.0,0.67,female
1.95,0.49,0.49,0.81,1.14,0.32,0.32,0.16,0.65,0.97,0.32,0.81,0.49,0.49,0.32,0.16,0.32,3.25,0.0,1.79,0.16,0.81,0.16,0.81,0.16,0.0,0.97,0.32,0.49,1.14,0.32,0.16,1.3,0.16,0.49,2.92,1.46,0.49,0.49,2.6,2.11,0.32,0.0,0.16,2.44,0.65,0.81,4.87,0.49,0.32,male
0.72,0.36,0.36,1.09,0.36,0.36,0.72,1.09,0.0,1.45,1.09,0.0,0.0,1.09,1.45,0.36,0.0,2.54,0.36,0.36,0.0,1.45,1.09,0.72,0.36,0.0,0.36,0.36,0.72,0.0,0.72,0.36,0.0,0.36,0.36,3.26,0.0,0.36,0.36,0.72,4.35,0.0,0.0,2.17,0.72,0.72,0.36,4.71,0.36,0.0,female
1.52,0.22,0.22,1.73,1.08,0.22,0.65,0.22,0.87,2.16,0.22,0.87,0.65,1.08,0.22,0.0,0.22,1.95,0.0,0.0,0.43,0.22,0.22,1.3,1.3,0.22,2.81,0.65,0.87,0.22,0.22,0.0,0.22,0.65,0.22,3.25,0.87,1.08,0.0,0.65,1.95,0.0,0.0,1.52,2.16,0.0,0.43,6.49,0.0,0.22,female
3.0,0.71,0.18,1.59,1.94,0.35,1.24,0.88,0.35,1.24,0.88,0.0,0.71,0.88,0.18,0.18,0.71,2.3,1.06,0.35,0.35,0.53,0.71,0.0,0.0,0.0,1.24,0.53,0.35,0.18,0.53,0.71,0.35,0.35,0.71,3.18,0.71,0.35,0.0,1.24,4.77,0.0,0.18,1.06,0.71,0.53,1.06,4.77,0.53,0.18,male
2.04,0.74,0.19,1.3,1.67,0.0,0.37,0.37,0.19,0.74,0.56,0.19,1.11,0.74,0.19,0.37,0.0,4.26,0.0,1.11,0.19,0.74,0.0,0.37,0.74,0.0,1.85,0.19,0.93,0.19,0.56,0.56,0.37,0.0,0.0,3.52,0.56,0.0,0.0,1.3,2.96,0.19,0.56,1.11,0.0,0.0,0.56,4.07,0.37,0.93,female
0.85,0.42,0.0,0.85,2.12,0.0,0.0,0.42,0.0,2.97,0.0,0.0,1.27,0.42,0.42,0.0,0.0,2.54,0.42,0.85,1.27,0.0,0.0,0.0,0.0,0.0,1.69,0.42,0.85,0.0,0.85,0.0,0.42,0.0,0.42,1.69,0.42,0.85,0.0,0.85,2.97,0.0,0.42,1.69,1.27,1.27,0.42,4.24,1.27,2.54,female
1.58,0.88,0.18,1.14,0.18,0.26,0.26,0.35,0.61,1.67,0.26,0.0,0.88,1.49,0.18,0.18,0.18,3.95,0.53,0.18,0.18,0.61,0.53,0.96,0.44,0.96,1.93,0.09,0.88,0.09,1.14,0.09,0.35,1.14,1.05,2.02,0.7,0.44,0.18,0.35,2.54,0.35,0.18,0.79,0.18,0.18,0.35,4.21,0.09,0.53,female
2.76,0.29,0.29,1.38,1.53,0.51,0.73,0.8,0.36,1.31,0.44,0.15,0.73,1.09,0.51,0.29,0.22,2.9,0.0,0.8,0.07,0.94,0.36,0.51,0.07,0.44,0.8,0.0,0.65,0.51,0.29,0.44,0.73,0.29,0.29,2.32,0.94,0.65,0.29,0.15,3.34,0.07,0.0,0.51,0.44,0.29,0.51,5.95,0.07,0.07,male
2.06,0.28,0.96,1.38,1.1,0.41,0.41,0.83,0.28,1.65,0.41,0.0,0.41,0.83,0.41,0.0,0.28,2.89,1.24,0.14,0.28,0.28,0.0,1.51,1.24,0.0,1.65,0.14,0.69,0.0,0.83,0.14,0.83,1.1,0.14,0.96,0.96,0.41,0.14,0.41,3.44,0.0,0.28,0.83,0.0,0.0,0.0,3.44,0.0,0.96,female
2.58,0.06,0.44,1.7,0.69,0.25,0.38,0.5,0.38,0.88,0.13,0.19,0.63,0.88,0.38,0.19,0.25,2.64,0.38,0.57,0.63,0.63,0.19,0.44,0.82,0.25,0.5,0.31,0.19,0.0,0.44,0.25,0.19,0.75,0.69,1.57,1.51,0.44,0.0,0.13,2.76,0.06,0.31,0.82,1.07,0.13,0.19,7.6,0.13,0.31,female
